,Unnamed: 0,incident_id,title,short_desc,date,location,tags,lat,lng
5331,5331,incident_6886, catcalls ," I was at olympic stage waiting for a bus and the men idling there started calling me and telling me to come sah  hi  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"olympic, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3124478,36.7779108
5332,5332,incident_6884, whistling and commenting ," she had been sent to the shop when two boys whistled at her and when she turned back they told her shes hot  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3124125,36.7906184
5333,5333,incident_6879, Touching ," I saw another man touching a woman on her buttocks  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"otiende, Kibera, Nairobi, Kenya",Touching /Groping,-1.3211772,36.7792574
5334,5334,incident_6876, catcalls and commenting ," I was passing by and then some men started calling me and telling me im beautiful  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Toi market, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3071005,36.7801679
5335,5335,incident_6875, sexual invites ," two men called my friend and when she went there they gave her some money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"soweto, Kibera, Nairobi, Kenya",Sexual Invites,-1.3152764,36.7996521
5336,5336,incident_6874, catcalls/whistling ," he whistled at me then he called me and I assumed  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"karanja, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.309714,36.780324
5337,5337,incident_6870, rape ," a girl was gangraped by several boys along the river down kibera south dispensary at the plantations along the river  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi,mukude area LM:kibera south dispensary, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3148767,36.7889381
5338,5338,incident_6864, commenting ," theres this boy who wanted me to be his girlfriend and I refused. One day as I was passing by he approached me and told me that he has gotten...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"sidareck, Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
5339,5339,incident_6861, sexual invites ," the uncle wanted to kiss her and promised to buy her anything she needs  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Sexual Invites,-1.3147303,36.7779833
5340,5340,incident_6860, others ," when I went to visit my friend I found her brother and he told me to sit and he came and removed his belt and wanted to rape me but he did not...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"soweto, Kibera, Nairobi, Kenya",Others,-1.3152764,36.7996521
5341,5341,incident_6859, sexual invites ," our neighbour sent me to the shop and when I came back he gave me soda to drink and later gave me 200shillings and promised to do anything for...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Sexual Invites,-1.3120192,36.7745442
5342,5342,incident_6855, sexual invites ," a girl was coming from school and she met a man who was driving. The man called her and promised to buy her anything she needed and even gave...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Sexual Invites,-1.3110513,36.7746721
5343,5343,incident_6854, others ," my father sent me to the shop and the shopkeeper told me to enter and help him carry a packet of milk into his sitting room. He then tried to...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Others,-1.3120192,36.7745442
5344,5344,incident_6852, touching/groping ," I was going to fetch water near our home and a white man came and pulled me while touching my breast but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513,36.7746721
5345,5345,incident_6851, Touching ," I was touched by a man who was drunk and he attempted to rape me but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513,36.7746721
5346,5346,incident_6847, Touching ," there was a man who was pretending to be drunk and started touching girl's private parts and he claims that he does not know what he is doing  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kamukunji, Kibera, Nairobi, Kenya",Touching /Groping,-1.3135725,36.7820638
5347,5347,incident_6845, ogling/facial expressions ," men wink at us when we pass throuh that route  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3156087,36.7920489
5348,5348,incident_6843, ogling/facial expressions ," A man stepped on my feet and did not even say sorry but just smiled funnily at me but I assumed.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"corner mabya, kibera drive. LM: mizuka youth group, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3092534,36.78061
5349,5349,incident_6842, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5350,5350,incident_6841, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5351,5351,incident_6840, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5352,5352,incident_6839, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5353,5353,incident_6838, Touching ," They attempt to touch girls breasts  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Mashimoni, kimungu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3124125,36.7906184
5354,5354,incident_6836, ogling ," there are some girls who were being winked at and started feeling they are loved  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3124125,36.7906184
5355,5355,incident_6834, sexual invites ," a girl ran away from home to go and sleep out with men  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi, Kibera, Nairobi, Kenya",Sexual Invites,-1.3156087,36.7920489
5356,5356,incident_6831, commenting ," there was this girl who was walking and she was told by some men that she is walking as if the world is coming to an end  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
5357,5357,incident_6828, catcalls ," I was at olympic stage waiting for a bus and the men idling there started calling me and telling me to come sah  hi  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"olympic, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3124478,36.7779108
5358,5358,incident_6826, whistling and commenting ," she had been sent to the shop when two boys whistled at her and when she turned back they told her shes hot  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"mashimoni, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3124125,36.7906184
5359,5359,incident_6821, Touching ," I saw another man touching a woman on her buttocks  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"otiende, Kibera, Nairobi, Kenya",Touching /Groping,-1.3211772,36.7792574
5360,5360,incident_6818, catcalls and commenting ," I was passing by and then some men started calling me and telling me im beautiful  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Toi market, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.3071005,36.7801679
5361,5361,incident_6817, sexual invites ," two men called my friend and when she went there they gave her some money  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"soweto, Kibera, Nairobi, Kenya",Sexual Invites,-1.3152764,36.7996521
5362,5362,incident_6816, catcalls/whistling ," he whistled at me then he called me and I assumed  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"karanja, Kibera, Nairobi, Kenya",Catcalls/Whistles,-1.309714,36.780324
5363,5363,incident_6812, rape ," a girl was gangraped by several boys along the river down kibera south dispensary at the plantations along the river  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"lindi,mukude area LM:kibera south dispensary, Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3148767,36.7889381
5364,5364,incident_6806, commenting ," theres this boy who wanted me to be his girlfriend and I refused. One day as I was passing by he approached me and told me that he has gotten...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"sidareck, Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
5365,5365,incident_6803, sexual invites ," the uncle wanted to kiss her and promised to buy her anything she needs  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"katwekera, Kibera, Nairobi, Kenya",Sexual Invites,-1.3147303,36.7779833
5366,5366,incident_6802, others ," when I went to visit my friend I found her brother and he told me to sit and he came and removed his belt and wanted to rape me but he did not...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"soweto, Kibera, Nairobi, Kenya",Others,-1.3152764,36.7996521
5367,5367,incident_6801, sexual invites ," our neighbour sent me to the shop and when I came back he gave me soda to drink and later gave me 200shillings and promised to do anything for...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Sexual Invites,-1.3120192,36.7745442
5368,5368,incident_6797, sexual invites ," a girl was coming from school and she met a man who was driving. The man called her and promised to buy her anything she needed and even gave...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Sexual Invites,-1.3110513,36.7746721
5369,5369,incident_6796, others ," my father sent me to the shop and the shopkeeper told me to enter and help him carry a packet of milk into his sitting room. He then tried to...  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kianda, Kibera, Nairobi, Kenya",Others,-1.3120192,36.7745442
5370,5370,incident_6794, touching/groping ," I was going to fetch water near our home and a white man came and pulled me while touching my breast but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513,36.7746721
5371,5371,incident_6793, Touching ," I was touched by a man who was drunk and he attempted to rape me but I managed to escape  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"bombolulu, Kibera, Nairobi, Kenya",Touching /Groping,-1.3110513,36.7746721
5372,5372,incident_6789, Touching ," there was a man who was pretending to be drunk and started touching girl's private parts and he claims that he does not know what he is doing  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"kamukunji, Kibera, Nairobi, Kenya",Touching /Groping,-1.3135725,36.7820638
5373,5373,incident_6787, ogling/facial expressions ," men wink at us when we pass throuh that route  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3156087,36.7920489
5374,5374,incident_6785, ogling/facial expressions ," A man stepped on my feet and did not even say sorry but just smiled funnily at me but I assumed.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"corner mabya, kibera drive. LM: mizuka youth group, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3092534,36.78061
5375,5375,incident_6781, Ogling/facial expressions ," men wink at us when we pass throuh that route  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Lindi, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3156087,36.7920489
5376,5376,incident_6780, catcalls/commenting/ogling ," When you pass at darajani the men call you and wink at you then they tell you you are enough for them.  
						  More Information »
« Less Information
",2015-09-25 17:00:00,"Darajani, Kibera, Nairobi, Kenya",Ogling/Facial Expressions/Staring,-1.3111453,36.7875707
